1.667718e+00	1.470561e+00	-1.426747e+00
1.614199e-01	5.299533e+00	-1.869906e+00
5.524694e-01	6.806387e+00	-1.272866e+00
2.427578e+00	3.473317e+00	-1.257077e+00
3.624737e-01	1.865424e+00	0.000000e+00
3.750812e+00	2.719470e+00	-1.286979e+00
8.499964e-01	2.106637e+00	-1.434259e+00
1.557273e+00	3.686403e+00	-2.025248e+00
2.484849e+00	3.769723e+00	-2.033509e+00
1.087732e+00	2.013930e+00	-1.178968e+00
6.882270e-01	6.284610e-01	-4.726494e-01
3.754600e-01	5.402557e+00	0.000000e+00
3.478042e+00	1.669990e+00	-7.384944e-01
3.524177e+00	2.823720e+00	0.000000e+00
1.091140e+00	1.219999e+00	0.000000e+00
7.870486e-01	2.542421e+00	0.000000e+00
3.971607e+00	6.582264e+00	-3.866427e+00
6.455383e-01	1.996103e+00	0.000000e+00
7.654099e+00	4.497518e+00	-2.164774e+00
6.247948e-01	8.047905e+00	-2.674002e+00
1.719201e+00	4.893318e-01	-1.111859e+00
2.834173e+00	5.906196e+00	0.000000e+00
8.723944e-01	2.900278e+00	0.000000e+00
2.224654e+00	1.554196e+00	0.000000e+00
1.530853e+00	5.804887e+00	0.000000e+00
1.372189e+00	2.887600e+00	0.000000e+00
8.669045e-01	3.428381e+00	-9.055037e-02
2.510693e+00	1.935680e+00	0.000000e+00
8.194838e-01	3.137401e+00	-1.524537e+00
1.004889e+00	1.666784e+00	-2.135663e+00
3.219715e-02	2.989128e+00	-6.059516e-02
1.176517e+00	1.079644e+00	-4.056877e-01
4.379176e-01	2.411323e+00	0.000000e+00
4.188719e+00	1.100812e+00	-6.743247e-01
1.866197e+00	1.170261e+00	-1.069613e+00
1.380212e-01	4.771015e+00	-1.544758e+00
6.279416e-01	4.261234e+00	-2.791567e+00
1.255648e+00	1.970927e+00	0.000000e+00
6.400704e-01	3.122707e+00	-1.152525e+00
2.610935e+00	5.537963e+00	-3.224388e+00
1.088215e+00	1.190522e+00	0.000000e+00
3.624737e-01	1.865424e+00	0.000000e+00
4.424053e-01	1.903522e+00	0.000000e+00
